,Sentence,Sentiment Score,Subjectivity
25,"I had a dog—at least I had him for a few days until he ran away—and an old Dodge and a Finnish woman, who made my bed and cooked breakfast and muttered Finnish wisdom to herself over the electric stove.",-0.13333333333333333,0.2333333333333333
26,"It was lonely for a day or so until one morning some man, more recently arrived than I, stopped me on the road.",0.13333333333333333,0.48333333333333334
27,“How do you get to West Egg village?” he asked helplessly.,0.0,0.0
28,I told him.,0.0,0.0
29,And as I walked on I was lonely no longer.,-0.09999999999999998,0.7
30,"I was a guide, a pathfinder, an original settler.",0.375,0.75
31,He had casually conferred on me the freedom of the neighbourhood.,-0.5000000000000001,0.8666666666666667
32,"And so with the sunshine and the great bursts of leaves growing on the trees, just as things grow in fast movies, I had that familiar conviction that life was beginning over again with the summer.",0.4583333333333333,0.6166666666666667
33,"There was so much to read, for one thing, and so much fine health to be pulled down out of the young breath-giving air.",0.14027777777777778,0.3472222222222222
34,"I bought a dozen volumes on banking and credit and investment securities, and they stood on my shelf in red and gold like new money from the mint, promising to unfold the shining secrets that only Midas and Morgan and Maecenas knew.",0.08409090909090909,0.48863636363636365
35,And I had the high intention of reading many other books besides.,0.17833333333333334,0.4716666666666667
36,"I was rather literary in college—one year I wrote a series of very solemn and obvious editorials for the Yale News—and now I was going to bring back all such things into my life and become again that most limited of all specialists, the “well-rounded man.” This isn’t just an epigram—life is much more successfully looked at from a single window, after all.",0.19071428571428573,0.3707142857142857
37,It was a matter of chance that I should have rented a house in one of the strangest communities in North America.,0.0,0.0
38,"It was on that slender riotous island which extends itself due east of New York—and where there are, among other natural curiosities, two unusual formations of land.",0.03727272727272728,0.5209090909090909
39,"Twenty miles from the city a pair of enormous eggs, identical in contour and separated only by a courtesy bay, jut out into the most domesticated body of salt water in the Western hemisphere, the great wet barnyard of Long Island Sound.",0.19374999999999998,0.54375
40,"They are not perfect ovals—like the egg in the Columbus story, they are both crushed flat at the contact end—but their physical resemblance must be a source of perpetual wonder to the gulls that fly overhead.",0.03500000000000001,0.45357142857142857
41,To the wingless a more interesting phenomenon is their dissimilarity in every particular except shape and size.,0.3888888888888889,0.4444444444444444
42,"I lived at West Egg, the—well, the less fashionable of the two, though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.",0.06541666666666668,0.5333333333333333
43,"My house was at the very tip of the egg, only fifty yards from the Sound, and squeezed between two huge places that rented for twelve or fifteen thousand a season.",0.25000000000000006,0.65
44,"The one on my right was a colossal affair by any standard—it was a factual imitation of some Hôtel de Ville in Normandy, with a tower on one side, spanking new under a thin beard of raw ivy, and a marble swimming pool, and more than forty acres of lawn and garden.",0.06542505113933685,0.514542600256886
45,It was Gatsby’s mansion.,0.0,0.0
46,"Or, rather, as I didn’t know Mr. Gatsby, it was a mansion inhabited by a gentleman of that name.",0.0,0.0
47,"My own house was an eyesore, but it was a small eyesore, and it had been overlooked, so I had a view of the water, a partial view of my neighbour’s lawn, and the consoling proximity of millionaires—all for eighty dollars a month.",0.08333333333333333,0.5666666666666667
48,"Across the courtesy bay the white palaces of fashionable East Egg glittered along the water, and the history of the summer really begins on the evening I drove over there to have dinner with the Tom Buchanans.",0.1,0.1
49,"Daisy was my second cousin once removed, and I’d known Tom in college.",0.0,0.0
50,And just after the war I spent two days with them in Chicago.,-0.1,0.1
51,"Her husband, among various physical accomplishments, had been one of the most powerful ends that ever played football at New Haven—a national figure in a way, one of those men who reach such an acute limited excellence at twenty-one that everything afterward savours of anticlimax.",0.18311688311688312,0.5175324675324675
52,"His family were enormously wealthy—even in college his freedom with money was a matter for reproach—but now he’d left Chicago and come East in a fashion that rather took your breath away: for instance, he’d brought down a string of polo ponies from Lake Forest.",-0.051851851851851864,0.3962962962962963
53,It was hard to realize that a man in my own generation was wealthy enough to do that.,0.20208333333333334,0.7604166666666666
54,Why they came East I don’t know.,0.0,0.0
55,"They had spent a year in France for no particular reason, and then drifted here and there unrestfully wherever people played polo and were rich together.",0.06388888888888888,0.39444444444444443
56,"This was a permanent move, said Daisy over the telephone, but I didn’t believe it—I had no sight into Daisy’s heart, but I felt that Tom would drift on forever seeking, a little wistfully, for the dramatic turbulence of some irrecoverable football game.",-0.34027777777777785,0.5
57,And so it happened that on a warm windy evening I drove over to East Egg to see two old friends whom I scarcely knew at all.,0.35,0.4
58,"Their house was even more elaborate than I expected, a cheerful red-and-white Georgian Colonial mansion, overlooking the bay.",0.325,0.725
59,"The lawn started at the beach and ran towards the front door for a quarter of a mile, jumping over sundials and brick walks and burning gardens—finally when it reached the house drifting up the side in bright vines as though from the momentum of its run.",0.7000000000000001,0.7999999999999999
60,"The front was broken by a line of French windows, glowing now with reflected gold and wide open to the warm windy afternoon, and Tom Buchanan in riding clothes was standing with his legs apart on the front porch.",0.019999999999999997,0.38
61,He had changed since his New Haven years.,0.13636363636363635,0.45454545454545453
62,"Now he was a sturdy straw-haired man of thirty, with a rather hard mouth and a supercilious manner.",-0.2916666666666667,0.5416666666666666
63,Two shining arrogant eyes had established dominance over his face and gave him the appearance of always leaning aggressively forward.,0.0,0.0
64,"Not even the effeminate swank of his riding clothes could hide the enormous power of that body—he seemed to fill those glistening boots until he strained the top lacing, and you could see a great pack of muscle shifting when his shoulder moved under his thin coat.",0.225,0.75
65,It was a body capable of enormous leverage—a cruel body.,-0.26666666666666666,0.7666666666666666
66,"His speaking voice, a gruff husky tenor, added to the impression of fractiousness he conveyed.",0.0,0.0
67,"There was a touch of paternal contempt in it, even toward people he liked—and there were men at New Haven who had hated his guts.",-0.38181818181818183,0.5772727272727273
68,"“Now, don’t think my opinion on these matters is final,” he seemed to say, “just because I’m stronger and more of a man than you are.” We were in the same senior society, and while we were never intimate I always had the impression that he approved of me and wanted me to like him with some harsh, defiant wistfulness of his own.",0.13333333333333333,0.6541666666666667
69,We talked for a few minutes on the sunny porch.,-0.2,0.1
70,"“I’ve got a nice place here,” he said, his eyes flashing about restlessly.",0.6,1.0
71,"Turning me around by one arm, he moved a broad flat hand along the front vista, including in its sweep a sunken Italian garden, a half acre of deep, pungent roses, and a snub-nosed motorboat that bumped the tide offshore.",-0.02583333333333333,0.20083333333333334
72,"“It belonged to Demaine, the oil man.” He turned me around again, politely and abruptly.",-0.125,1.0
73,"“We’ll go inside.” We walked through a high hallway into a bright rosy-coloured space, fragilely bound into the house by French windows at either end.",0.2866666666666667,0.4466666666666666
74,The windows were ajar and gleaming white against the fresh grass outside that seemed to grow a little way into the house.,0.028124999999999997,0.2625
75,"A breeze blew through the room, blew curtains in at one end and out the other like pale flags, twisting them up toward the frosted wedding-cake of the ceiling, and then rippled over the wine-coloured rug, making a shadow on it as wind does on the sea.",-0.16749999999999998,0.27749999999999997
76,The only completely stationary object in the room was an enormous couch on which two young women were buoyed up as though upon an anchored balloon.,0.05,0.6749999999999999
77,"They were both in white, and their dresses were rippling and fluttering as if they had just been blown back in after a short flight around the house.",0.0,0.09999999999999999
78,I must have stood for a few moments listening to the whip and snap of the curtains and the groan of a picture on the wall.,-0.2,0.1
79,"Then there was a boom as Tom Buchanan shut the rear windows and the caught wind died out about the room, and the curtains and the rugs and the two young women ballooned slowly to the floor.",-0.10000000000000002,0.4
80,The younger of the two was a stranger to me.,0.0,0.0
81,"She was extended full length at her end of the divan, completely motionless, and with her chin raised a little, as if she were balancing something on it which was quite likely to fall.",0.06562499999999999,0.6125
82,"If she saw me out of the corner of her eyes she gave no hint of it—indeed, I was almost surprised into murmuring an apology for having disturbed her by coming in.",0.1,0.9
83,"The other girl, Daisy, made an attempt to rise—she leaned slightly forward with a conscientious expression—then she laughed, an absurd, charming little laugh, and I laughed too and came forward into the room.",0.17760416666666665,0.44270833333333337
84,"“I’m p-paralysed with happiness.” She laughed again, as if she said something very witty, and held my hand for a moment, looking up into my face, promising that there was no one in the world she so much wanted to see.",0.49000000000000005,0.42000000000000004
85,That was a way she had.,0.0,0.0
86,She hinted in a murmur that the surname of the balancing girl was Baker.,0.0,0.0
87,(I’ve heard it said that Daisy’s murmur was only to make people lean toward her; an irrelevant criticism that made it no less charming.),0.07083333333333332,0.7666666666666667
88,"At any rate, Miss Baker’s lips fluttered, she nodded at me almost imperceptibly, and then quickly tipped her head back again—the object she was balancing had obviously tottered a little and given her something of a fright.",-0.010833333333333339,0.33999999999999997
89,Again a sort of apology arose to my lips.,0.0,0.0
90,Almost any exhibition of complete self-sufficiency draws a stunned tribute from me.,0.1,0.4
91,"I looked back at my cousin, who began to ask me questions in her low, thrilling voice.",0.08333333333333333,0.43333333333333335
92,"It was the kind of voice that the ear follows up and down, as if each speech is an arrangement of notes that will never be played again.",0.2222222222222222,0.5944444444444444
93,"Her face was sad and lovely with bright things in it, bright eyes and a bright passionate mouth, but there was an excitement in her voice that men who had cared for her found difficult to forget: a singing compulsion, a whispered “Listen,” a promise that she had done gay, exciting things just a while since and that there were gay, exciting things hovering in the next hour.",0.24861111111111112,0.7305555555555555
94,"I told her how I had stopped off in Chicago for a day on my way East, and how a dozen people had sent their love through me.",0.5,0.6
95,“Do they miss me?” she cried ecstatically.,0.0,0.0
96,“The whole town is desolate.,0.2,0.4
97,"All the cars have the left rear wheel painted black as a mourning wreath, and there’s a persistent wail all night along the north shore.” “How gorgeous!",0.23611111111111113,0.4444444444444445
98,"Let’s go back, Tom.",0.0,0.0
99,Tomorrow!” Then she added irrelevantly: “You ought to see the baby.” “I’d like to.” “She’s asleep.,-0.5,1.0
100,She’s three years old.,0.1,0.2
101,"Haven’t you ever seen her?” “Never.” “Well, you ought to see her.",0.0,0.0
102,"She’s—” Tom Buchanan, who had been hovering restlessly about the room, stopped and rested his hand on my shoulder.",0.0,0.0
103,"“What you doing, Nick?” “I’m a bond man.” “Who with?” I told him.",0.0,0.0
104,"“Never heard of them,” he remarked decisively.",0.0,0.0
105,This annoyed me.,-0.4,0.8
106,"“You will,” I answered shortly.",0.0,0.3
107,"“You will if you stay in the East.” “Oh, I’ll stay in the East, don’t you worry,” he said, glancing at Daisy and then back at me, as if he were alert for something more.",0.25,0.25
108,“I’d be a God damned fool to live anywhere else.” At this point Miss Baker said: “Absolutely!” with such suddenness that I started—it was the first word she had uttered since I came into the room.,0.1590909090909091,0.5583333333333333
109,"Evidently it surprised her as much as it did me, for she yawned and with a series of rapid, deft movements stood up into the room.",0.3,0.6666666666666666
110,"“I’m stiff,” she complained, “I’ve been lying on that sofa for as long as I can remember.” “Don’t look at me,” Daisy retorted, “I’ve been trying to get you to New York all afternoon.” “No, thanks,” said Miss Baker to the four cocktails just in from the pantry.",-0.10558441558441559,0.35090909090909095
111,“I’m absolutely in training.” Her host looked at her incredulously.,0.2,0.9
112,“You are!” He took down his drink as if it were a drop in the bottom of a glass.,-0.15555555555555559,0.2888888888888889
113,"“How you ever get anything done is beyond me.” I looked at Miss Baker, wondering what it was she “got done.” I enjoyed looking at her.",0.5,0.7
114,"She was a slender, small-breasted girl, with an erect carriage, which she accentuated by throwing her body backward at the shoulders like a young cadet.",0.1,0.4
115,"Her grey sun-strained eyes looked back at me with polite reciprocal curiosity out of a wan, charming, discontented face.",0.11249999999999999,0.3125
116,"It occurred to me now that I had seen her, or a picture of her, somewhere before.",0.0,0.0
117,"“You live in West Egg,” she remarked contemptuously.",0.13636363636363635,0.5
118,“I know somebody there.” “I don’t know a single—” “You must know Gatsby.” “Gatsby?” demanded Daisy.,0.0,0.0
119,"“What Gatsby?” Before I could reply that he was my neighbour dinner was announced; wedging his tense arm imperatively under mine, Tom Buchanan compelled me from the room as though he were moving a checker to another square.",-0.3333333333333333,0.5
120,"Slenderly, languidly, their hands set lightly on their hips, the two young women preceded us out on to a rosy-coloured porch, open toward the sunset, where four candles flickered on the table in the diminished wind.",0.16666666666666666,0.5333333333333333
121,"“Why candles?” objected Daisy, frowning.",0.0,0.0
122,She snapped them out with her fingers.,0.0,0.0
123,“In two weeks it’ll be the longest day in the year.” She looked at us all radiantly.,0.0,0.0
124,“Do you always watch for the longest day of the year and then miss it?,0.0,0.0
125,"I always watch for the longest day in the year and then miss it.” “We ought to plan something,” yawned Miss Baker, sitting down at the table as if she were getting into bed.",-0.15555555555555559,0.2888888888888889
126,"“All right,” said Daisy.",0.2857142857142857,0.5357142857142857
127,“What’ll we plan?” She turned to me helplessly: “What do people plan?” Before I could answer her eyes fastened with an awed expression on her little finger.,-0.1875,0.5
128,“Look!” she complained; “I hurt it.” We all looked—the knuckle was black and blue.,-0.15555555555555556,0.24444444444444444
129,"“You did it, Tom,” she said accusingly.",0.0,0.0
130,"“I know you didn’t mean to, but you did do it.",-0.3125,0.6875
131,"That’s what I get for marrying a brute of a man, a great, big, hulking physical specimen of a—” “I hate that word ‘hulking,’ ” objected Tom crossly, “even in kidding.” “Hulking,” insisted Daisy.",0.0,0.37857142857142856
132,"Sometimes she and Miss Baker talked at once, unobtrusively and with a bantering inconsequence that was never quite chatter, that was as cool as their white dresses and their impersonal eyes in the absence of all desire.",0.11249999999999999,0.21666666666666667
133,"They were here, and they accepted Tom and me, making only a polite pleasant effort to entertain or to be entertained.",0.36666666666666664,0.9833333333333334
134,They knew that presently dinner would be over and a little later the evening too would be over and casually put away.,-0.17187500000000003,0.3416666666666667
135,"It was sharply different from the West, where an evening was hurried from phase to phase towards its close, in a continually disappointed anticipation or else in sheer nervous dread of the moment itself.",-0.25,0.7000000000000001
136,"“You make me feel uncivilized, Daisy,” I confessed on my second glass of corky but rather impressive claret.",0.5,0.5
137,"“Can’t you talk about crops or something?” I meant nothing in particular by this remark, but it was taken up in an unexpected way.",0.13333333333333333,0.6666666666666666
138,"“Civilization’s going to pieces,” broke out Tom violently.",-0.8,1.0
139,“I’ve gotten to be a terrible pessimist about things.,-1.0,1.0
140,"Have you read The Rise of the Coloured Empires by this man Goddard?” “Why, no,” I answered, rather surprised by his tone.",0.1,0.9
141,"“Well, it’s a fine book, and everybody ought to read it.",0.4166666666666667,0.5
142,The idea is if we don’t look out the white race will be—will be utterly submerged.,0.0,0.5
143,"It’s all scientific stuff; it’s been proved.” “Tom’s getting very profound,” said Daisy, with an expression of unthoughtful sadness.",0.10833333333333334,1.0
144,“He reads deep books with long words in them.,-0.025,0.4
145,"What was that word we—” “Well, these books are all scientific,” insisted Tom, glancing at her impatiently.",-0.2,0.9
146,“This fellow has worked out the whole thing.,0.2,0.4
147,"It’s up to us, who are the dominant race, to watch out or these other races will have control of things.” “We’ve got to beat them down,” whispered Daisy, winking ferociously toward the fervent sun.",-0.14027777777777778,0.3319444444444445
148,"“You ought to live in California—” began Miss Baker, but Tom interrupted her by shifting heavily in his chair.",-0.03181818181818183,0.5
149,“This idea is that we’re Nordics.,0.0,0.0
150,"I am, and you are, and you are, and—” After an infinitesimal hesitation he included Daisy with a slight nod, and she winked at me again.",-0.16666666666666666,0.16666666666666666
151,"“—And we’ve produced all the things that go to make civilization—oh, science and art, and all that.",0.0,0.0
152,"Do you see?” There was something pathetic in his concentration, as if his complacency, more acute than of old, was not enough to him any more.",0.11666666666666665,0.6
153,"When, almost immediately, the telephone rang inside and the butler left the porch Daisy seized upon the momentary interruption and leaned towards me.",0.0,0.0
154,"“I’ll tell you a family secret,” she whispered enthusiastically.",-0.4,0.7
155,“It’s about the butler’s nose.,0.0,0.0
156,"Do you want to hear about the butler’s nose?” “That’s why I came over tonight.” “Well, he wasn’t always a butler; he used to be the silver polisher for some people in New York that had a silver service for two hundred people.",0.018181818181818174,0.5772727272727273
157,"He had to polish it from morning till night, until finally it began to affect his nose—” “Things went from bad to worse,” suggested Miss Baker.",-0.36666666666666664,0.7555555555555555
158,“Yes.,0.0,0.0
159,"Things went from bad to worse, until finally he had to give up his position.” For a moment the last sunshine fell with romantic affection upon her glowing face; her voice compelled me forward breathlessly as I listened—then the glow faded, each light deserting her with lingering regret, like children leaving a pleasant street at dusk.",0.004761904761904777,0.6428571428571429
160,"The butler came back and murmured something close to Tom’s ear, whereupon Tom frowned, pushed back his chair, and without a word went inside.",0.0,0.0
161,"As if his absence quickened something within her, Daisy leaned forward again, her voice glowing and singing.",-0.0125,0.0
162,"“I love to see you at my table, Nick.",0.5,0.6
163,"You remind me of a—of a rose, an absolute rose.",0.4666666666666666,0.9333333333333332
164,Doesn’t he?” She turned to Miss Baker for confirmation: “An absolute rose?” This was untrue.,0.4,0.925
165,I am not even faintly like a rose.,0.04999999999999999,0.975
166,"She was only extemporizing, but a stirring warmth flowed from her, as if her heart was trying to come out to you concealed in one of those breathless, thrilling words.",0.125,1.0
167,Then suddenly she threw her napkin on the table and excused herself and went into the house.,0.0,0.5
168,Miss Baker and I exchanged a short glance consciously devoid of meaning.,-0.05,0.25
169,I was about to speak when she sat up alertly and said “Sh!” in a warning voice.,0.0,0.0
170,"A subdued impassioned murmur was audible in the room beyond, and Miss Baker leaned forward unashamed, trying to hear.",-0.5,0.9
171,"The murmur trembled on the verge of coherence, sank down, mounted excitedly, and then ceased altogether.",0.10972222222222221,0.5194444444444445
172,“This Mr. Gatsby you spoke of is my neighbour—” I began.,0.0,0.0
173,“Don’t talk.,0.0,0.0
174,I want to hear what happens.” “Is something happening?” I inquired innocently.,0.5,0.7
175,"“You mean to say you don’t know?” said Miss Baker, honestly surprised.",-0.10625,0.79375
176,“I thought everybody knew.” “I don’t.” “Why—” she said hesitantly.,0.0,0.0
177,“Tom’s got some woman in New York.” “Got some woman?” I repeated blankly.,0.06818181818181818,0.22727272727272727
178,Miss Baker nodded.,0.0,0.0
179,“She might have the decency not to telephone him at dinner time.,0.0,0.0
180,"Don’t you think?” Almost before I had grasped her meaning there was the flutter of a dress and the crunch of leather boots, and Tom and Daisy were back at the table.",0.0,0.0
181,“It couldn’t be helped!” cried Daisy with tense gaiety.,-0.3333333333333333,0.5
182,"She sat down, glanced searchingly at Miss Baker and then at me, and continued: “I looked outdoors for a minute, and it’s very romantic outdoors.",-0.07777777777777779,0.46944444444444444
183,There’s a bird on the lawn that I think must be a nightingale come over on the Cunard or White Star Line.,0.0,0.0
184,"He’s singing away—” Her voice sang: “It’s romantic, isn’t it, Tom?” “Very romantic,” he said, and then miserably to me: “If it’s light enough after dinner, I want to take you down to the stables.” The telephone rang inside, startlingly, and as Daisy shook her head decisively at Tom the subject of the stables, in fact all subjects, vanished into air.",-0.06031746031746031,0.496031746031746
185,"Among the broken fragments of the last five minutes at table I remember the candles being lit again, pointlessly, and I was conscious of wanting to look squarely at everyone, and yet to avoid all eyes.",-0.1375,0.3666666666666667
186,"I couldn’t guess what Daisy and Tom were thinking, but I doubt if even Miss Baker, who seemed to have mastered a certain hardy scepticism, was able utterly to put this fifth guest’s shrill metallic urgency out of mind.",0.07857142857142857,0.6991071428571428
187,To a certain temperament the situation might have seemed intriguing—my own instinct was to telephone immediately for the police.,0.40714285714285714,0.7857142857142857
188,"The horses, needless to say, were not mentioned again.",-0.5,1.0
189,"Tom and Miss Baker, with several feet of twilight between them, strolled back into the library, as if to a vigil beside a perfectly tangible body, while, trying to look pleasantly interested and a little deaf, I followed Daisy around a chain of connecting verandas to the porch in front.",0.2125,0.4
190,In its deep gloom we sat down side by side on a wicker settee.,-0.09629629629629631,0.2740740740740741
191,"Daisy took her face in her hands as if feeling its lovely shape, and her eyes moved gradually out into the velvet dusk.",0.5,0.75
192,"I saw that turbulent emotions possessed her, so I asked what I thought would be some sedative questions about her little girl.",-0.1875,0.5
193,"“We don’t know each other very well, Nick,” she said suddenly.",0.025000000000000005,0.39166666666666666
194,“Even if we are cousins.,0.0,0.0
195,You didn’t come to my wedding.” “I wasn’t back from the war.” “That’s true.” She hesitated.,0.175,0.325
196,"“Well, I’ve had a very bad time, Nick, and I’m pretty cynical about everything.” Evidently she had reason to be.",-0.25249999999999995,0.7791666666666667
197,"I waited but she didn’t say any more, and after a moment I returned rather feebly to the subject of her daughter.",-0.05555555555555555,0.611111111111111
198,"“I suppose she talks, and—eats, and everything.” “Oh, yes.” She looked at me absently.",0.0,0.0
199,"“Listen, Nick; let me tell you what I said when she was born.",0.0,0.0
200,Would you like to hear?” “Very much.” “It’ll show you how I’ve gotten to feel about—things.,0.26,0.26
201,"Well, she was less than an hour old and Tom was God knows where.",-0.033333333333333326,0.13333333333333333
202,"I woke up out of the ether with an utterly abandoned feeling, and asked the nurse right away if it was a boy or a girl.",0.14285714285714285,0.7678571428571428
203,"She told me it was a girl, and so I turned my head away and wept.",0.0,0.0
204,"‘All right,’ I said, ‘I’m glad it’s a girl.",0.39285714285714285,0.7678571428571428
205,"And I hope she’ll be a fool—that’s the best thing a girl can be in this world, a beautiful little fool.’ “You see I think everything’s terrible anyhow,” she went on in a convinced way.",0.16562500000000002,0.7
206,“Everybody thinks so—the most advanced people.,0.45,0.55
207,And I know.,0.0,0.0
208,"I’ve been everywhere and seen everything and done everything.” Her eyes flashed around her in a defiant way, rather like Tom’s, and she laughed with thrilling scorn.",0.475,0.6
209,"“Sophisticated—God, I’m sophisticated!” The instant her voice broke off, ceasing to compel my attention, my belief, I felt the basic insincerity of what she had said.",0.20833333333333334,0.5972222222222222
210,"It made me uneasy, as though the whole evening had been a trick of some sort to exact a contributory emotion from me.",0.225,0.325
211,"I waited, and sure enough, in a moment she looked at me with an absolute smirk on her lovely face, as if she had asserted her membership in a rather distinguished secret society to which she and Tom belonged.",0.15999999999999998,0.7477777777777778
212,"Inside, the crimson room bloomed with light.",0.4,0.7
213,"Tom and Miss Baker sat at either end of the long couch and she read aloud to him from the Saturday Evening Post—the words, murmurous and uninflected, running together in a soothing tune.",-0.05,0.4
214,"The lamplight, bright on his boots and dull on the autumn-leaf yellow of her hair, glinted along the paper as she turned a page with a flutter of slender muscles in her arms.",0.13611111111111113,0.4333333333333333
215,When we came in she held us silent for a moment with a lifted hand.,0.0,0.1
216,"“To be continued,” she said, tossing the magazine on the table, “in our very next issue.” Her body asserted itself with a restless movement of her knee, and she stood up.",0.0,0.0
217,"“Ten o’clock,” she remarked, apparently finding the time on the ceiling.",0.025,0.175
218,"“Time for this good girl to go to bed.” “Jordan’s going to play in the tournament tomorrow,” explained Daisy, “over at Westchester.” “Oh—you’re Jordan Baker.” I knew now why her face was familiar—its pleasing contemptuous expression had looked out at me from many rotogravure pictures of the sporting life at Asheville and Hot Springs and Palm Beach.",0.48333333333333334,0.65
219,"I had heard some story of her too, a critical, unpleasant story, but what it was I had forgotten long ago.",-0.2333333333333333,0.7166666666666667
220,"“Good night,” she said softly.",0.39999999999999997,0.47500000000000003
221,"“Wake me at eight, won’t you.” “If you’ll get up.” “I will.",0.0,0.0
222,"Good night, Mr. Carraway.",0.7,0.6000000000000001
223,"See you anon.” “Of course you will,” confirmed Daisy.",0.4,1.0
224,“In fact I think I’ll arrange a marriage.,0.0,0.0
225,"Come over often, Nick, and I’ll sort of—oh—fling you together.",0.0,0.0
226,"You know—lock you up accidentally in linen closets and push you out to sea in a boat, and all that sort of thing—” “Good night,” called Miss Baker from the stairs.",0.7,0.6000000000000001
227,"“I haven’t heard a word.” “She’s a nice girl,” said Tom after a moment.",0.6,1.0
228,“They oughtn’t to let her run around the country this way.” “Who oughtn’t to?” inquired Daisy coldly.,-0.6,1.0
229,“Her family.” “Her family is one aunt about a thousand years old.,0.1,0.2
230,"Besides, Nick’s going to look after her, aren’t you, Nick?",0.0,0.0
231,She’s going to spend lots of weekends out here this summer.,0.0,0.0
232,I think the home influence will be very good for her.” Daisy and Tom looked at each other for a moment in silence.,0.39249999999999996,0.5775000000000001
233,“Is she from New York?” I asked quickly.,0.23484848484848483,0.4772727272727273
234,“From Louisville.,0.0,0.0
235,Our white girlhood was passed together there.,0.0,0.0
236,Our beautiful white—” “Did you give Nick a little heart to heart talk on the veranda?” demanded Tom suddenly.,0.22083333333333333,0.6666666666666666
237,“Did I?” She looked at me.,0.0,0.0
238,"“I can’t seem to remember, but I think we talked about the Nordic race.",0.0,0.0
239,"Yes, I’m sure we did.",0.5,0.8888888888888888
240,"It sort of crept up on us and first thing you know—” “Don’t believe everything you hear, Nick,” he advised me.",0.25,0.3333333333333333
241,"I said lightly that I had heard nothing at all, and a few minutes later I got up to go home.",0.06666666666666667,0.26666666666666666
